ID,lat_mod,lon_mod,area_mod,Station Name,River Name,Memo
966,38.736,140.702,58.367,大谷川,江合川,
967,38.75,140.723,278.217,末沢,江合川,
968,38.661,140.867,352.498,岩出山,江合川,
969,38.594,140.951,395.457,桜ノ目,江合川,
970,38.581,140.977,396.447,荒雄,江合川,
971,38.568,141.013,397.32,下谷地,江合川,
972,38.546,141.127,511.826,涌谷,江合川,
973,38.539,141.202,584.743,短台,江合川,
974,38.662,140.866,352.291,岩出山(宮城県),江合川,
975,38.787,141.09,555.13,大林,迫川,
976,38.746,140.953,161.578,真坂,迫川,
977,38.689,141.197,826.578,佐沼,迫川,
978,38.821,140.802,76.219,山内,迫川,
979,38.744,141.023,235.554,留場,迫川,
980,38.774,141.127,568.279,若柳,迫川,
981,38.731,141.162,570.997,三方島,迫川,
982,38.731,141.158,570.901,砂原水門,迫川,
983,38.745,141.154,570.378,若石大橋,迫川,
984,38.562,141.227,927.511,剣先,迫川,
985,38.748,141.321,91.853,飯土井,二股川,
986,38.769,141.33,65.418,昭和橋,二股川,
987,38.833,141.188,73.704,老松橋,金流川,
988,38.457,141.348,27.298,新明治橋,真野川,
989,38.516,141.158,53.288,名鰭,出来川,
990,38.537,141.055,10.242,笹舘橋,出来川,
991,38.601,141.02,45.022,大水門,田尻川,
992,38.636,140.944,8.139,長者,田尻川,
993,38.577,141.043,5.393,田中橋,美女川,
994,38.582,141.067,9.187,百々川(内),百々川,
995,38.582,141.066,58.655,百々川(外),百々川,
996,38.807,140.633,1.685,田沢川,田沢川,
997,38.627,141.053,6.85,萱刈橋,萱刈川,
998,38.642,141.098,115.436,大沼,小山田川,
999,38.65,141.062,95.712,富橋,小山田川,
1000,38.716,141.169,118.911,仮屋(上),荒川,
1001,38.716,141.17,118.929,仮屋(下),荒川,
1002,38.727,141.009,7.509,荒田澤橋,荒川,
1003,38.729,141.152,29.446,落堀,落堀川,
1004,38.754,141.211,90.632,大田沼,夏川,
1005,38.765,141.207,83.001,舟場,夏川,
1006,38.782,141.16,48.647,小谷地,夏川,
1007,38.766,140.814,17.361,大平,長崎川,
1008,38.743,140.931,40.204,御崎,長崎川,
1009,38.809,140.949,80.235,新橋,二迫川,
1010,38.884,140.84,7.538,深山岳,二迫川,
1011,38.881,140.865,21.965,文字,二迫川,
1012,38.775,141.043,146.368,荒瀬,二迫川,
1013,38.798,140.979,100.106,島巡橋,二迫川,
1014,38.828,140.986,88,岩ヶ崎,三迫川,
1015,38.818,141.027,120.458,鴫屋敷,三迫川,
1016,38.912,140.877,40.779,洞万,三迫川,
1017,38.719,141.132,62.988,沼口,荒川,
1018,38.724,141.155,115.203,荒川,荒川,
1019,38.623,141.127,52.727,高鳥,旧迫川,
1020,38.614,141.139,197.481,三方江,旧迫川,
1021,38.571,140.982,1.102,李埣,新江合川,
1022,38.778,141.098,11.672,城内(内,大江堀川,
1023,38.778,141.099,11.685,城内(外),大江堀川,
1024,38.638,141.069,7.258,泉谷(内),大水門川,
1025,38.638,141.069,7.258,泉谷(外),大水門川,
1026,38.771,141,19.59,栗駒公園線,芋埣川,
1027,38.578,141.07,21.485,佐賀川(内),その他,
1028,38.578,141.07,21.485,佐賀川(外),その他,
1029,38.524,140.909,548.781,高倉橋,鳴瀬川,
1030,38.527,140.949,568.96,三本木橋,鳴瀬川,
1031,38.531,141.007,706.32,下中ノ目,鳴瀬川,
1032,38.527,141.059,726.675,野田橋,鳴瀬川,
1033,38.497,141.119,752.694,竹谷,鳴瀬川,
1034,38.437,141.114,755.162,鹿島台（鳴瀬）,鳴瀬川,
1035,38.406,141.149,810.794,小野（鳴瀬）,鳴瀬川,
1036,38.379,141.17,1292.846,野蒜,鳴瀬川,
1037,38.541,140.611,28.466,辻倉,鳴瀬川,
1038,38.603,140.682,116.818,門沢,鳴瀬川,
1039,38.558,140.855,450.403,中新田,鳴瀬川,
1040,38.528,141.059,726.675,野田橋,鳴瀬川,
1041,38.342,141.168,-999,宮戸,鳴瀬川,SmallRiverRemove
1042,38.432,140.891,81.789,高田橋,吉田川,
1043,38.428,140.929,199.892,落合,吉田川,
1044,38.436,140.996,303.643,粕川,吉田川,
1045,38.44,141.068,438.305,幡谷,吉田川,
1046,38.437,141.113,458.21,鹿島台（吉田）,吉田川,
1047,38.405,141.149,473.504,小野（吉田）,吉田川,
1048,38.448,140.843,68.999,八合田,吉田川,
1049,38.432,140.881,80.184,高田中央橋,吉田川,
1050,38.572,140.884,13.185,下狼塚,多田川,
1051,38.544,140.852,61.206,向町,花川,
1052,38.561,140.82,34.737,清水,保野川,
1053,38.587,140.79,139.872,小泉,田川,
1054,38.564,140.803,13.515,月崎,長谷川,
1055,38.419,140.941,61.071,木樵橋,西川,
1056,38.415,140.889,46.685,新田橋,竹林川,
1057,38.411,140.86,26.484,一ノ関,宮床川,
1058,38.445,140.906,50.202,奥田(外),善川,
1059,38.459,140.883,46.418,塩浪,善川,
1060,38.554,140.94,18.535,西荒井,渋井川,
1061,38.581,140.904,23.863,荒田の目,渋川,
1062,38.554,140.916,45.324,矢目,名蓋川,
1063,38.562,140.611,21.07,唐府,唐府沢川,
1064,38.534,140.878,8.796,袋(内),河童川,
1065,38.534,140.879,8.796,袋(外),河童川,
1066,38.445,140.906,50.202,奥田(内),奥田川,
1067,38.439,140.886,2.452,天皇寺橋,洞堀川,
1068,38.234,140.706,122.731,湯元,名取川,
1069,38.217,140.814,421.383,余方,名取川,
1070,38.206,140.886,442.678,名取橋,名取川,
1071,38.205,140.912,764.853,袋原,名取川,
1072,38.178,140.954,778.496,閖上第二,名取川,
1073,38.177,140.815,6.469,中薬師,増田川,
1074,38.164,140.887,17.674,上増田,増田川,
1075,38.268,140.809,273.366,落合,広瀬川,
1076,38.236,140.889,306.582,広瀬橋,広瀬川,
1077,38.281,140.7,211.096,白沢,広瀬川,
1078,38.272,140.798,252.671,郷六,広瀬川,
1079,38.247,140.872,297.874,米ヶ袋,広瀬川,
1080,38.216,140.864,10.241,杉の下橋,笊川,
1081,38.212,140.899,10.853,北目橋,旧笊川,
1082,38.199,140.726,207.406,碁石,碁石川,
1083,38.139,140.884,17.805,館腰橋,川内沢川,
1084,38.131,140.841,10.728,河原橋,志賀沢川,
1085,38.363,140.674,73.96,定義,大倉川,
1086,38.208,140.651,37.342,馬引,太郎川,
1087,38.173,140.666,58.527,前川,前川,
1088,38.2,140.605,67.905,下原,北川,
1089,37.3,140.389,887.355,須賀川,阿武隈川,
1090,37.408,140.409,1856.456,阿久津,阿武隈川,
1091,37.516,140.405,2253.115,本宮,阿武隈川,
1092,37.595,140.462,2373.739,二本松,阿武隈川,
1093,37.75,140.469,3160.675,福島,阿武隈川,
1094,37.83,140.519,3632.684,伏黒,阿武隈川,
1095,37.868,140.611,4024.138,八幡,阿武隈川,
1096,37.926,140.751,4113.64,舘矢間,阿武隈川,
1097,37.922,140.762,4118.227,丸森,阿武隈川,
1098,37.959,140.792,4319.469,笠松,阿武隈川,
1099,38.019,140.802,4379.201,江尻,阿武隈川,
1100,38.077,140.825,5255.38,小山,阿武隈川,
1101,38.096,140.872,5258.721,岩沼,阿武隈川,
1102,38.049,140.911,5263.56,荒浜,阿武隈川,
1103,37.119,140.235,153.724,白河,阿武隈川,
1104,37.157,140.384,1.785,滑津,阿武隈川,
1105,37.928,140.693,4093.699,川張,阿武隈川,
1106,37.931,140.734,4109.588,山田,阿武隈川,
1107,37.913,140.666,4074.803,耕野,阿武隈川,
1108,37.994,140.444,123.85,関,白石川,
1109,37.995,140.457,47.16,萩崎,白石川,
1110,37.962,140.513,231.062,七ヶ宿ダム,白石川,
1111,37.977,140.559,296.509,小日向,白石川,
1112,38.062,140.77,774.267,船岡大橋,白石川,
1113,38.012,140.62,342.862,白石,白石川,
1114,38.036,140.696,674.955,北白川,白石川,
1115,38.049,140.737,684.773,大河原,白石川,
1116,38.011,140.62,342.862,白石,白石川,
1117,37.962,140.784,18.697,小田,小田川,
1118,37.894,140.802,62.657,山居,雉子尾川,
1119,38.095,140.731,28.583,本関場,荒川,
1120,38.068,140.739,82.158,新青川,荒川,
1121,38.083,140.663,93.927,松川橋,松川,
1122,37.902,140.774,88.584,内川,内川,
1123,38.09,140.816,28.823,四日市場,五間掘川,
1124,38.127,140.875,2.446,町田,五間掘川,
1125,38.114,140.928,17,下野郷,五間堀川,
1126,38.122,140.902,93.112,矢野目,五間堀川,
1127,38.006,140.634,57.863,郡山,斎川,
1128,37.987,140.775,8.475,横倉,尾袋川,
1129,38.039,140.643,6.757,福岡深谷,その他,
1130,38.271,140.961,174.77,福田大橋,七北田川,
1131,38.353,140.789,58.691,川崎,七北田川,
1132,38.327,140.813,84.913,小角,七北田川,
1133,38.317,140.887,138.081,市名坂,七北田川,
1134,38.304,140.944,173.272,岩切,七北田川,
1135,38.253,141.007,16.128,南水門（内）,七北田川,
1136,38.253,141.007,16.128,南水門（外）,七北田川,
1137,38.273,140.943,34.629,仙石(外),梅田川,
1138,38.271,140.922,14.521,苦竹,梅田川,
1139,38.273,140.943,34.629,仙石(内),高野川,
1140,37.877,140.92,6.789,砂子田,砂子田川,
1141,38.937,141.45,27.485,折壁,大川,
1142,38.9,141.564,142.094,大川本町,大川,
1143,38.91,141.545,125.159,切通,大川,
1144,38.887,141.557,20.784,平貝橋,神山川,
1145,38.786,141.498,56.839,花見橋,津谷川,
1146,38.436,141.23,46.906,赤井,定川,
1147,38.292,141.009,47.392,八幡橋,砂押川,
1148,38.303,140.982,23.104,勿来遊水地呑口,砂押川,
1149,38.31,140.978,13.395,勿来越流堤,砂押川,
1150,38.307,140.977,14.617,砂押越流堤,砂押川,
1151,38.303,140.982,38.724,勿来遊水地吐口,砂押川,
1152,38.298,140.987,45.094,砂押鴻池橋,砂押川,
1153,38.305,140.978,14.677,砂押遊水地吐口,砂押川,
1154,38.305,140.978,6.656,砂押遊水地呑口,砂押川,
1155,38.383,141.068,21.756,高城,高城川,
1156,38.441,141.068,438.305,品井沼,鶴田川,
1157,38.456,141.009,38.575,鶴田崎,鶴田川,
1158,38.679,141.447,30.518,八幡橋,八幡川,
1159,37.924,140.898,8.012,道合,坂元川,
1160,38.722,141.503,13.082,中在橋,伊里前川,
1161,38.927,141.583,30.079,鹿折大橋,鹿折川,
1162,37.931,140.905,6.576,戸花橋,戸花川,
1163,38.868,141.577,9.569,松崎,その他,
1164,39.738,140.091,21.027,寺内,新城川,
1165,39.798,140.078,51.54,笠岡,引欠川,
1166,40.254,140.494,79.558,小袴,草生津川,
1167,40.217,140.67,1173.571,十二所,米代川,
1168,40.233,140.581,1216.797,扇田橋,米代川,
1169,40.261,140.533,1359.579,吉富士,米代川,
1170,40.268,140.472,1651.826,下川沿,米代川,
1171,40.219,140.37,2098.808,鷹巣,米代川,
1172,40.208,140.306,8.247,坊沢,米代川,
1173,40.203,140.264,3456.129,七座,米代川,
1174,40.205,140.24,3755.584,二ツ井,米代川,
1175,40.223,140.17,3910.371,富根,米代川,
1176,40.193,140.047,4053.189,榊,米代川,
1177,40.221,140.027,4.8,向能代,米代川,
1178,40.244,140.741,1098.868,末広,米代川,
1179,40.184,140.782,551.486,花輪,米代川,
1180,40.227,140.591,1206.12,扇田,米代川,
1181,40.17,140.121,25.446,桧山,檜山川,
1182,40.29,140.267,107.74,藤琴,藤琴川,
1183,40.229,140.245,283.081,高岩橋,藤琴川,
1184,40.121,140.366,689.875,米内沢,阿仁川,
1185,40.065,140.414,644.475,阿仁前田,阿仁川,
1186,40.123,140.369,689.682,米内沢,阿仁川,
1187,40.177,140.294,1049.451,木戸石,阿仁川,
1188,40.148,140.324,715.126,新田目,阿仁川,
1189,40.203,140.279,1074.807,下田平,阿仁川,
1190,40.205,140.377,179.557,堂ヶ岱,小猿部川,
1191,40.204,140.383,178.694,脇神,小猿部川,
1192,40.232,140.362,29.193,田中,綴子川,
1193,40.275,140.393,25.89,大畑,糠沢川,
1194,40.425,140.348,37.42,黒滝沢,早口川,
1195,40.301,140.418,132.79,長戸呂,早口川,
1196,40.303,140.452,113.092,茂屋,岩瀬川,
1197,40.279,140.568,131.66,有浦,長木川,
1198,40.275,140.516,248.045,餅田,長木川,
1199,40.236,140.557,129.83,二井田,犀川,
1200,40.261,140.773,238.615,毛馬内2,大湯川,
1201,40.104,140.782,111.465,谷内,熊沢川,
1202,40.379,140.221,68.932,北鹿瀬,粕毛川,
1203,40.314,140.229,1.403,米田,粕毛川,
1204,40.068,140.299,224.195,杉花,小阿仁川,
1205,39.891,140.307,60.646,萩形,小阿仁川,
1206,40.114,140.307,280.827,三木田,小阿仁川,
1207,40.041,140.433,255.099,巻渕,小又川,
1208,40.042,140.644,15.301,土沢,小又川,
1209,40.303,140.554,64.723,松峰,下内川,
1210,40.341,140.592,39.62,白沢,下内川,
1211,40.269,140.761,176.631,毛馬内1,小坂川,
1212,40.356,140.731,90.125,矢柄平,小坂川,
1213,40.37,140.725,31.633,古遠部川,古遠部川,
1214,40.191,140.801,7.76,福士川,福士川,
1215,40.187,140.047,31.964,悪土川,悪土川,
1216,40.183,140.035,13.109,松長布,悪土川,
1217,40.233,140.807,16.267,間瀬川,間瀬川,
1218,40.203,140.235,3756.451,比井野川,比井野川,
1219,40.241,140.153,34.59,常盤,常盤川,
1220,39.076,140.454,268.199,岩館,雄物川,
1221,39.109,140.477,388.992,酒蒔,雄物川,
1222,39.189,140.451,445.453,柳田橋,雄物川,
1223,39.223,140.438,1043.992,大久保,雄物川,
1224,39.276,140.4,1205.584,雄物川橋,雄物川,
1225,39.342,140.439,1268.221,大上橋,雄物川,
1226,39.451,140.468,1855.564,大曲橋,雄物川,
1227,39.484,140.422,3347.803,神宮寺,雄物川,
1228,39.549,140.361,3623.84,刈和野橋,雄物川,
1229,39.528,140.277,3672.213,木原田,雄物川,
1230,39.532,140.23,3927.493,新波,雄物川,
1231,39.615,140.157,4038.571,椿川,雄物川,
1232,39.665,140.114,4379.011,石田坂,雄物川,
1233,39.694,140.089,4390.91,新屋,雄物川,
1234,39.057,140.434,86.925,下院内,雄物川,
1235,39.721,140.119,67.86,中島（指定）,旭川,
1236,39.729,140.123,67.384,中島,旭川,
1237,39.795,140.235,26.704,務沢,旭川,
1238,39.645,140.177,301.417,豊成,岩見川,
1239,39.654,140.245,231.862,坂本,岩見川,
1240,39.537,140.449,21.996,土川,土買川,
1241,39.458,140.364,87.985,南楢岡,楢岡川,
1242,39.926,140.709,133.819,五十曲,玉川,
1243,39.862,140.711,41.592,小和瀬,玉川,
1244,39.606,140.622,611.139,広久内,玉川,
1245,39.541,140.527,1104.295,長野,玉川,
1246,39.578,140.554,1045.401,下鶯野,玉川,
1247,39.581,140.568,639.622,岩瀬,玉川,
1248,39.747,140.711,404.586,石神,玉川,
1249,39.463,140.508,149.064,田茂木,丸子川,
1250,39.463,140.485,206.789,昭代橋,丸子川,
1251,39.46,140.551,68.468,仙北上郷,丸子川,
1252,39.284,140.614,198.046,岩瀬,横手川,
1253,39.363,140.511,251.235,寺村,横手川,
1254,39.327,140.561,226.092,朝倉,横手川,
1255,39.314,140.57,218.045,上の橋,横手川,
1256,39.337,140.424,42.364,町田,上溝川,
1257,39.193,140.384,53.278,元西,西馬音内川,
1258,39.206,140.517,549.931,岩崎橋,皆瀬川,
1259,39.017,140.656,114.034,小安,皆瀬川,
1260,39.184,140.542,279.645,戸波,皆瀬川,
1261,39.156,140.555,245.476,川連,皆瀬川,
1262,39.132,140.489,15.384,関口,戸沢川,
1263,39.072,140.493,89.378,三ツ村,高松川,
1264,39.003,140.469,144.784,川井,役内川,
1265,39.051,140.447,174.176,横堀,役内川,
1266,39.732,140.208,51.468,太平本町,太平川,
1267,39.704,140.126,104.619,牛島,太平川,
1268,39.693,140.133,25.111,仁井田,猿田川,
1269,39.656,140.218,16.745,和田,梵字川,
1270,39.774,140.368,61.211,中石滝沢,三内川,
1271,39.708,140.286,213.288,柳町,三内川,
1272,39.526,140.233,22.11,新波,新波川,
1273,39.616,140.354,83.576,荒川,荒川,
1274,39.554,140.405,31.203,殿屋敷,心像川,
1275,39.537,140.53,86.972,新町,斉内川,
1276,39.587,140.541,34.929,田中,入見内川,
1277,39.689,140.555,261.738,栃木橋,桧木内川,
1278,39.64,140.563,289.168,赤平橋,桧木内川,
1279,39.819,140.583,51.034,宮田,桧木内川,
1280,39.604,140.557,399.715,古城橋,桧木内川,
1281,39.664,140.555,286.657,門屋,桧木内川,
1282,39.748,140.599,127.393,吉田,桧木内川,
1283,39.482,140.503,42.017,高関上郷,窪堰川,
1284,39.488,140.558,45.873,板見内,川口川,
1285,39.482,140.566,8.182,本堂城回,矢島川,
1286,39.298,140.631,98.596,大松川,松川,
1287,39.198,140.583,254.361,安養寺,成瀬川,
1288,39.186,140.636,194.817,田子内橋,成瀬川,
1289,39.278,140.622,104.364,相野々,黒沢川,
1290,39.198,140.421,39.327,大戸川橋,羽後大戸川,
1291,39.354,140.499,95.477,横手大戸,横手大戸川,
1292,39.386,140.525,26.286,金沢西根,出川,
1293,39.793,140.116,38.638,五十丁,新城川,
1294,39.189,140.481,21.535,森,白子川,
1295,39.457,140.487,15.191,福見,福部内川,
1296,39.464,140.48,223.31,福部内水門内水位,福部内川,
1297,39.464,140.48,223.31,福部内水門外水位,福部内川,
1298,39.463,140.481,223.295,福部内遊水地,福部内川,
1299,39.556,140.26,205.942,淀川,淀川,
1300,39.627,140.312,55.995,船岡,淀川,
1301,39.606,140.318,76.42,境,淀川,
1302,39.652,140.152,3.969,地蔵川水門内水位,その他,
1303,39.232,140.148,357.809,矢島,子吉川,
1304,39.272,140.111,413.974,吉沢,子吉川,
1305,39.315,140.101,466.653,明法,子吉川,
1306,39.348,140.067,870.448,宮内,子吉川,
1307,39.375,140.067,910.518,二十六木橋,子吉川,
1308,39.393,140.048,1174.664,由利橋,子吉川,
1309,39.238,140.137,367.086,立石,子吉川,
1310,39.194,140.193,145.02,伏見,子吉川,
1311,39.414,140.071,229.625,館前,芋川,
1312,39.452,140.16,123.347,松本,芋川,
1313,39.427,140.232,76.008,見岫,芋川,
1314,39.325,140.176,259.395,山内,石沢川,
1315,39.343,140.092,297.56,鮎瀬,石沢川,
1316,39.301,140.291,157.26,老方,石沢川,
1317,39.158,140.241,127.068,小川,笹子川,
1318,39.156,140.242,126.848,楢ノ木平,笹子川,
1319,39.426,140.097,16.902,御橋,赤田川,
1320,39.438,140.232,6.168,高城,その他,
1321,39.839,140.068,27.303,金足堀内,馬踏川,
1322,39.862,140.086,18.426,槻木,豊川,
1323,39.903,140.121,24.873,葹田,井川,
1324,39.932,140.136,103.651,久保,馬場目川,
1325,39.951,140.159,44.969,黒土,内川川,
1326,40.086,140.138,82.527,下岩川,三種川,
1327,40.289,140.034,38.639,塙川,塙川,
1328,39.497,140.063,30.845,荒町,衣川,
1329,39.271,139.966,12.601,院内,大沢川,
1330,39.246,139.952,56.967,中野,白雪川,
1331,39.604,140.077,18.348,下浜羽川,下浜鮎川,
1332,40.099,140.073,117.961,森岳,三種川,
1333,40.264,140.038,1.561,竹生,竹生川,
1334,37.908,140.121,62.585,相生,最上川,
1335,37.94,140.13,191.738,上新田,最上川,
1336,37.986,140.141,284.21,糠野目,最上川,
1337,38.032,140.1,808.589,下田,最上川,
1338,38.066,140.064,984.099,西大塚,最上川,
1339,38.117,140.047,1361.841,小出,最上川,
1340,38.198,140.101,1611.565,菖蒲,最上川,
1341,38.305,140.138,1824.96,宮宿,最上川,
1342,38.35,140.199,1917.603,中沢,最上川,
1343,38.369,140.24,2074.649,中郷,最上川,
1344,38.343,140.283,2091.357,長崎,最上川,
1345,38.37,140.319,2787.335,蔵増,最上川,
1346,38.421,140.328,3494.831,下野,最上川,
1347,38.482,140.348,3750.214,稲下,最上川,
1348,38.589,140.369,3939.285,大石田,最上川,
1349,38.662,140.288,4333.255,堀内,最上川,
1350,38.702,140.232,4959.509,清水,最上川,
1351,38.729,140.227,4976.647,本合海,最上川,
1352,38.739,140.144,5939.029,古口,最上川,
1353,38.759,140.064,6112.555,高屋,最上川,
1354,38.82,139.976,6310.723,臼ヶ沢,最上川,
1355,38.88,139.908,6516.989,砂越,最上川,
1356,38.887,139.842,6556.501,両羽橋,最上川,
1357,38.911,139.826,6558.557,下瀬,最上川,
1358,38.096,139.981,106.476,平山,置賜野川,
1359,38.114,140.027,117.757,谷地橋,置賜野川,
1360,38.73,139.888,14.198,黒瀬川,黒瀬川,
1361,38.896,139.856,2.548,小牧川上流,小牧川,
1362,38.781,139.933,63.322,三和,京田川,
1363,38.828,139.868,101.747,三川落合,京田川,
1364,38.859,139.848,235.922,十五軒,京田川,
1365,38.884,139.838,249.485,広田,京田川,
1366,38.894,139.981,76.892,田沢,相沢川,
1367,38.886,139.943,173.53,石名坂,相沢川,
1368,38.668,140.145,29.807,明戸,角川,
1369,38.704,140.139,73.933,角川,角川,
1370,38.898,140.214,113.076,矢ノ沢,鮭川,
1371,38.868,140.229,178.391,八千代橋,鮭川,
1372,38.799,140.213,647.271,真木,鮭川,
1373,38.746,140.194,838.75,岩清水,鮭川,
1374,38.633,140.381,31.104,野黒沢,野尻川,
1375,38.597,140.494,116.714,母袋,丹生川,
1376,38.615,140.475,129.302,行沢,丹生川,
1377,38.605,140.374,238.698,岩ヶ袋,丹生川,
1378,38.615,140.454,174.967,正厳,丹生川,
1379,38.594,140.402,52.965,朧気,朧気川,
1380,38.503,140.396,12.788,林崎,大旦川,
1381,38.481,140.363,70.636,河島,大旦川,
1382,38.438,140.4,20.928,源氏坂,白水川,
1383,38.446,140.382,33.85,六田,白水川,
1384,38.447,140.369,34.292,蟹沢,白水川,
1385,38.421,140.382,29.414,若木,村山野川,
1386,38.414,140.48,41.749,上悪戸,乱川,
1387,38.393,140.419,77.515,川原子,乱川,
1388,38.395,140.348,84.307,大町,乱川,
1389,38.362,140.37,27.687,老野森,倉津川,
1390,38.37,140.344,51.258,蔵増,倉津川,
1391,38.392,139.996,86.927,中村,寒河江川,
1392,38.449,140.054,240.558,本道寺,寒河江川,
1393,38.416,140.181,386.424,睦合,寒河江川,
1394,38.397,140.284,481.507,西根,寒河江川,
1395,38.374,140.276,10.741,本町,沼川,
1396,38.37,140.183,131.924,荻野,月布川,
1397,38.099,140.307,72.367,楢下,須川,
1398,38.147,140.282,95.495,石堂,須川,
1399,38.219,140.31,275.904,坂巻,須川,
1400,38.231,140.297,340.359,前明石,須川,
1401,38.293,140.279,423.836,鮨洗,須川,
1402,38.343,140.31,668.13,寺津,須川,
1403,38.187,139.905,21.45,角楢沢,野川,
1404,38.098,139.989,106.681,平山,野川,
1405,38.015,140.054,68.73,中小松,犬川,
1406,38.07,140.123,16.504,漆山,織機川,
1407,38.051,140.16,71.231,赤湯,吉野川,
1408,37.914,140.068,218.912,館山,鬼面川,
1409,37.974,140.165,30.837,入生田,砂川,
1410,37.963,140.155,72.382,露藤,天王川,
1411,37.862,140.153,76.712,関根,羽黒川,
1412,37.922,140.131,89.683,花沢,羽黒川,
1413,37.919,140.102,23.506,中央,堀立川,
1414,38.765,139.898,103.434,藤島,藤島川,
1415,38.648,140.006,93.465,瀬場,立谷沢川,
1416,38.714,140.008,126.207,木の沢,立谷沢川,
1417,38.777,140.018,165.963,肝煎,立谷沢川,
1418,38.637,140.006,6.384,玉川第六ダム,立谷沢川,
1419,38.749,140.235,63.667,升形,升形川,
1420,38.767,140.289,12.398,堀端,指首野川,
1421,38.892,139.979,82.52,相沢橋,田沢川,
1422,38.84,140.391,27.434,朴沢,泉田川,
1423,38.903,140.226,39.387,小川内,小又川,
1424,38.607,140.164,98.935,肘折ダム,銅山川,
1425,38.653,140.211,126.164,木遠田,銅山川,
1426,38.687,140.235,184.554,通り,銅山川,
1427,38.711,140.554,45.302,赤倉,最上小国川,
1428,38.755,140.411,325.222,瀬見,最上小国川,
1429,38.691,140.278,392.741,長者原,最上小国川,
1430,38.542,140.337,42.73,深沢,富並川,
1431,38.44,140.403,20.908,日塔川,日塔川,
1432,38.382,140.404,22.644,山口,押切川,
1433,38.311,140.431,43.231,山寺,立谷川,
1434,38.324,140.35,56.379,清池,立谷川,
1435,38.243,140.389,61.045,防原,馬見ヶ崎川,
1436,38.248,140.367,68.817,松原,馬見ヶ崎川,
1437,38.299,140.338,133.421,長町,馬見ヶ崎川,
1438,38.318,140.32,139.499,田中,馬見ヶ崎川,
1439,38.299,140.349,41.487,青柳,村山高瀬川,
1440,38.098,140.211,16.587,小岩沢,前川,
1441,38.15,140.272,70.221,河崎,前川,
1442,38.159,140.282,79.35,北町,前川,
1443,38.884,140.333,39.64,金山,金山川,
1444,38.864,140.28,109.953,平岡橋,金山川,
1445,37.999,140.066,45.306,時田,黒川,
1446,38.014,140.247,31.046,二井宿,屋代川,
1447,38.005,140.2,62.381,中橋,屋代川,
1448,38.121,139.928,6.515,合地沢,合地沢川,
1449,37.913,139.915,58.674,広河原,広河原川,
1450,38.903,140.257,183.342,川ノ内,真室川,
1451,38.867,140.255,208.741,安久土,真室川,
1452,38.86,140.25,330.406,真室川,真室川,
1453,37.918,139.886,74.171,下屋地,置賜白川,
1454,38.019,139.973,241.462,小白川,置賜白川,
1455,38.013,139.967,238.247,手ノ子,置賜白川,
1456,38.027,139.987,274.541,椿,置賜白川,
1457,37.99,140.074,18.019,堀金,誕生川,
1458,38.304,140.266,6.385,大寺,小鶴沢川,
1459,38.814,140.358,6.767,萩野,大以良川,
1460,38.857,140.345,30.313,上台,上台川,
1461,38.328,140.263,4.819,柳沢,石子沢川,
1462,38.456,139.784,68.132,蘇岡,赤川,
1463,38.607,139.833,258.683,朝日落合,赤川,
1464,38.607,139.833,258.683,笹目橋,赤川,
1465,38.617,139.84,554.226,落合左岸,赤川,
1466,38.631,139.848,558.331,熊出,赤川,
1467,38.678,139.862,605.112,黒川橋,赤川,
1468,38.726,139.851,616.984,羽黒橋,赤川,
1469,38.773,139.849,650.29,横山,赤川,
1470,38.807,139.851,681.146,押切,赤川,
1471,38.841,139.814,695.858,浜中,赤川,
1472,38.746,139.767,73.734,大山,大山川,
1473,38.782,139.808,121.942,面野山,大山川,
1474,38.704,139.81,21.8,高坂,青竜寺川,
1475,38.728,139.84,23.881,内川,内川,
1476,38.59,139.852,283.162,三栗屋,梵字川,
1477,38.617,139.84,554.226,落合右岸,梵字川,
1478,38.525,139.784,16.726,倉沢川,倉沢川,
1479,38.727,139.782,17.777,湯尻川,湯尻川,
1480,38.571,139.925,30.635,田麦俣,田麦川,
1481,38.471,139.757,48.944,寿岡,西大鳥川,
1482,40.42,141.491,437.131,島守,新井田川,
1483,40.493,141.515,517.268,新井田,新井田川,
1484,38.924,139.853,4.348,北新橋,新井田川,
1485,38.979,139.867,208.724,穂積,日向川,
1486,38.987,139.928,106.355,豊岡,日向川,
1487,38.966,139.936,88.101,市条,荒瀬川,
1488,38.536,139.617,30.336,小名部,鼠ヶ関川,
1489,38.557,139.551,50.859,鼠ヶ関,鼠ヶ関川,
1490,38.705,139.669,19.565,三瀬川,三瀬川,
1491,39.021,139.908,51.617,尻引,月光川,
1492,39.067,139.884,41.147,吹浦,月光川,
1493,38.672,139.62,65.611,五十川,五十川,
1494,38.606,139.577,60.968,大岩川,庄内小国川,
1495,38.614,139.611,50.628,湯温海,温海川,
1496,39.035,139.912,32.947,庄内高瀬川,庄内高瀬川,
1497,38.088,139.727,230.088,小渡,荒川,
1498,38.089,139.573,911.827,上関,荒川,
1499,38.135,139.461,1082.748,葛籠山,荒川,
1500,38.153,139.78,52.329,五味沢,荒川,
1501,38.053,139.703,198.15,玉川,玉川,
1502,38.057,139.746,273.027,小国,横川,
1503,38.041,139.828,113.386,横川,横川,
1504,38.056,139.789,230.686,松岡,横川,
1505,37.135,140.209,149.81,白河,阿武隈川,
